CLUSTER,30046-001,30046-002,30046-003,30046-004,30046-005,30046-006,30046-007,30046-009,30046-010,30046-011,30046-012,30046-013,30046-014,30046-015,30046-017,30046-018,30046-019,30046-020,30046-021,30046-022,30046-023
Cluster-2873.0,37,35,58,36,80,90,135,94,50,168,106,41,46,91,26,95,55,136,52,18,125
Cluster-2874.0,6,8,7,12,0,6,25,2,5,0,1,12,0,3,18,13,24,18,7,3,5
Cluster-2875.0,3,4,5,8,4,4,7,9,4,5,3,6,5,7,2,9,3,6,3,11,2
Cluster-2876.0,7,14,31,42,44,41,24,24,15,10,4,41,0,14,12,15,16,17,0,40,0
Cluster-2877.0,1,1,1,1,0,2,1,1,2,2,2,5,0,2,1,2,2,2,1,0,2
Cluster-2878.0,445,878,562,394,649,566,199,691,239,477,825,584,281,646,994,957,543,442,392,1613,197
Cluster-2879.0,4,128,110,39,0,101,4,67,14,45,96,34,18,76,85,90,0,147,26,34,4
Cluster-2880.0,33,94,47,44,49,35,27,52,18,42,61,52,27,51,23,57,49,45,19,43,34
Cluster-2881.0,2,0,7,2,1,0,1,0,0,2,1,0,0,2,2,3,4,1,0,4,1
Cluster-2882.0,78,79,107,73,315,245,102,56,25,122,249,52,53,164,61,178,120,91,52,82,47
Cluster-2883.0,5,5,5,4,9,8,11,11,2,1,4,2,4,7,14,9,2,4,8,7,12
Cluster-2884.0,2,3,5,1,5,5,3,0,1,3,1,0,2,2,3,3,3,4,1,0,4
Cluster-2885.0,161,198,211,195,512,500,216,154,91,294,206,201,85,280,226,296,216,215,122,283,177
Cluster-2886.0,11,5,10,17,9,6,6,0,3,3,5,8,1,5,6,16,4,12,5,4,8
Cluster-2887.0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
Cluster-2888.0,7,4,0,0,12,0,12,11,10,21,35,17,0,21,6,6,0,0,11,8,0
Cluster-2889.0,1,0,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0
Cluster-2890.0,3,19,0,0,33,26,8,20,0,26,39,16,0,19,45,32,10,0,0,84,0
Cluster-2891.0,1815,2490,2697,1918,2658,2901,3221,2935,3005,2184,2543,4177,1804,2126,2063,2977,2049,1728,2064,2396,3159
Cluster-2892.0,2,6,4,1,0,4,6,3,2,10,2,7,3,4,4,21,13,0,3,1,3
Cluster-2893.0,3,7,25,6,31,25,15,4,18,17,12,19,4,20,3,22,2,7,13,16,3
Cluster-2894.0,7,23,15,6,6,11,2,17,0,4,9,9,0,3,14,7,3,0,5,13,4
Cluster-2895.0,2,2,5,5,3,7,0,2,1,1,1,3,3,3,0,2,2,3,3,0,0
Cluster-2896.0,4,7,4,18,2,13,5,16,9,14,6,7,10,8,5,6,6,1,11,8,7
Cluster-2897.0,2,1,1,3,0,0,0,0,1,3,1,0,0,3,0,4,0,1,0,2,1
Cluster-2898.0,8,28,25,42,27,30,39,31,27,14,27,34,7,25,26,44,20,9,9,42,4
Cluster-2899.0,8,8,9,13,9,29,17,11,13,7,2,10,3,11,5,9,10,18,10,8,39
Cluster-2900.0,5,14,14,13,20,15,23,8,11,29,17,9,13,46,10,76,10,3,15,65,12
Cluster-2901.0,19,41,94,110,17,16,16,177,168,12,15,637,14,127,72,60,114,170,243,62,40
Cluster-2902.0,41,64,46,32,29,24,14,45,17,30,81,108,15,65,73,94,54,79,31,87,6
Cluster-2903.0,28,93,30,30,1114,110,232,37,95,115,349,51,134,41,10,73,122,13,127,261,77
Cluster-2904.0,2,0,0,0,0,0,0,3,3,0,3,3,0,0,4,6,4,0,0,0,0
Cluster-2905.0,208,245,234,244,226,222,519,235,526,211,165,365,240,189,228,236,300,219,434,219,670
Cluster-2906.0,18,27,37,23,10,27,16,14,13,18,20,21,29,37,32,23,21,26,37,27,37
Cluster-2907.0,6,6,12,13,10,12,10,5,6,9,8,10,6,10,9,20,10,12,7,15,18
Cluster-2908.0,53,42,34,29,49,50,11,27,9,44,67,82,17,14,108,49,40,62,24,55,0
Cluster-2909.0,506,187,454,654,196,193,202,177,206,190,114,83,133,281,271,598,571,209,141,218,114
Cluster-2910.0,137,180,168,220,355,366,282,187,131,228,171,115,214,278,154,337,213,246,210,160,480
Cluster-2911.0,54,41,43,21,30,49,18,27,22,52,14,44,22,48,31,7,44,15,25,114,0
Cluster-2912.0,1,14,6,4,16,31,10,21,7,2,51,22,7,20,21,16,17,15,9,22,3
Cluster-2913.0,63,103,81,81,135,151,117,152,87,110,82,131,56,61,50,161,137,118,138,178,112
Cluster-2914.0,319,239,565,703,12,22,253,219,576,121,110,419,98,279,408,249,373,556,552,76,430
Cluster-2915.0,4,5,15,1,4,7,12,3,10,7,6,5,7,7,5,3,17,7,15,0,6
Cluster-2916.0,1,2,0,3,9,8,0,2,7,1,0,0,2,4,1,0,2,8,1,2,11
Cluster-2917.0,35,85,78,38,24,76,4,97,5,27,58,23,19,72,62,100,0,181,78,25,0
Cluster-2918.0,9,8,19,5,42,47,11,11,17,26,33,16,1,11,31,35,19,9,10,21,7
Cluster-2919.0,45,3,11,10,4,0,3,4,8,0,3,19,0,5,9,17,11,18,0,1,0
Cluster-2920.0,2,0,3,0,0,7,5,2,6,0,1,1,0,0,1,5,13,0,0,6,2
Cluster-2921.0,3,3,0,2,2,3,0,0,0,0,2,0,3,1,0,5,0,4,2,0,2
Cluster-2922.0,5,7,11,33,18,29,28,8,13,75,2,5,2,32,75,23,9,0,18,11,15
Cluster-2923.0,417,449,328,289,561,530,362,443,258,387,644,638,193,587,606,617,379,501,320,888,224
Cluster-2924.0,3,0,3,0,1,1,1,0,0,1,0,2,0,3,5,10,0,1,0,0,4
Cluster-2925.0,9,12,10,9,12,7,5,8,3,2,12,6,2,18,10,12,5,4,6,16,2
Cluster-2926.0,24,60,75,40,3316,576,223,48,250,177,974,50,181,115,13,346,87,20,52,678,123
Cluster-2927.0,2,2,0,1,4,2,6,2,2,4,10,0,2,4,0,12,0,1,0,10,0
Cluster-2928.0,8,13,3,4,1,16,41,41,15,15,26,0,12,23,33,23,1,15,17,23,0
Cluster-2929.0,1,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
Cluster-2930.0,5,3,1,2,0,2,2,1,0,5,0,0,9,0,2,2,4,4,0,0,0
Cluster-2931.0,4,0,10,0,0,6,0,10,0,12,4,10,5,0,8,0,0,6,13,12,7
Cluster-2932.0,21,31,52,66,38,40,43,23,49,49,44,31,24,37,34,37,42,26,53,35,58
Cluster-2933.0,4,2,2,0,0,5,0,5,0,4,4,0,3,0,3,2,2,2,0,1,0
Cluster-2934.0,49,51,58,45,107,102,53,54,19,59,57,44,19,56,50,54,53,41,29,46,53
Cluster-2935.0,3,0,1,8,0,1,1,0,1,1,0,0,6,2,1,5,0,0,0,1,2
Cluster-2936.0,6,8,14,17,14,14,23,3,16,6,22,15,12,16,17,17,9,13,9,38,24
Cluster-2937.0,3,5,10,5,10,10,4,4,0,9,9,7,3,6,10,8,3,6,2,8,7
Cluster-2938.0,39,13,36,32,17,16,21,28,11,16,6,1,3,20,16,42,31,10,4,24,8
Cluster-2939.0,88,147,112,74,176,189,248,151,112,149,103,54,67,126,95,107,61,75,121,114,202
Cluster-2940.0,1,0,0,0,0,1,0,2,0,0,2,0,1,2,1,0,0,0,0,5,0
Cluster-2941.0,2,1,0,1,5,4,18,3,2,10,4,3,0,4,0,1,6,15,1,1,11
Cluster-2942.0,4,3,1,0,0,0,20,0,13,0,4,0,0,1,0,0,4,3,1,0,1
Cluster-2943.0,15,0,17,15,0,14,4,10,14,0,11,4,18,29,11,26,15,0,0,9,14
Cluster-2944.0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Cluster-2945.0,1,6,4,0,15,7,8,1,1,4,0,0,2,3,0,9,0,4,0,7,0
Cluster-2946.0,21,38,28,10,42,42,24,49,14,16,20,37,12,35,9,29,26,35,23,39,31
Cluster-2947.0,6,5,6,6,3,5,10,8,12,3,4,0,6,0,14,15,8,10,10,11,3
Cluster-2948.0,1,1,1,2,9,8,9,0,3,0,11,0,1,4,2,5,1,6,1,8,7
Cluster-2949.0,98,149,91,212,286,264,178,117,36,211,271,205,54,236,185,352,90,199,67,306,113
Cluster-2950.0,176,187,216,253,285,229,197,253,192,173,259,186,130,164,150,260,190,212,216,224,289
Cluster-2951.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-2952.0,5,7,21,6,49,49,28,12,3,26,23,6,17,6,8,29,18,24,7,15,13
Cluster-2953.0,296761,627138,610282,998730,699135,1058559,1363563,643553,1097731,603858,656066,541889,681439,415827,432541,783344,809957,489010,894248,445901,1397792
Cluster-2954.0,56,251,160,112,34,231,13,122,40,80,227,77,59,166,119,350,10,197,122,70,3
Cluster-2955.0,15,7,18,3,27,6,0,8,6,15,6,16,0,5,6,5,16,10,0,7,14
Cluster-2956.0,3,6,2,2,0,1,2,2,3,2,3,1,0,3,2,3,2,1,1,0,1
Cluster-2957.0,9,19,7,9,0,24,53,10,25,0,8,17,14,1,18,11,13,0,17,3,42
Cluster-2958.0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0
Cluster-2959.0,1,0,1,2,4,6,1,0,7,0,13,6,12,14,13,2,0,3,2,2,2
Cluster-2960.0,3,0,2,2,2,4,0,1,1,3,0,0,1,1,3,1,6,0,1,3,0
Cluster-2961.0,1,0,2,1,2,4,2,1,1,1,3,0,4,3,2,9,0,1,3,9,3
Cluster-2962.0,640,320,1003,1432,154,52,785,337,1436,237,210,1261,296,508,1264,313,610,773,1225,140,750
Cluster-2963.0,23,40,25,36,42,25,8,25,14,21,47,28,27,36,34,79,29,15,21,18,12
Cluster-2964.0,15,36,77,21,540,77,111,16,57,31,208,24,111,18,7,37,72,5,42,123,40
Cluster-2965.0,3,2,1,0,4,1,3,1,3,3,2,0,1,0,1,1,1,0,0,2,7
Cluster-2966.0,12,4,1,5,4,3,4,1,0,1,3,0,0,2,0,6,4,2,1,2,0
Cluster-2967.0,84,42,73,60,97,47,64,83,67,130,31,88,93,73,27,124,77,57,102,42,89
Cluster-2968.0,104,52,51,76,30,10,17,85,28,36,39,69,34,54,95,111,108,71,60,34,26
Cluster-2969.0,1,1,13,12,5,18,4,11,13,25,18,11,2,11,8,3,1,5,3,3,4
Cluster-2970.0,56,23,42,34,14,18,23,21,13,17,14,6,5,22,16,53,34,18,7,13,10
Cluster-2971.0,53,140,91,46,13,35,0,76,13,7,24,29,14,138,88,87,8,72,58,11,23
Cluster-2972.0,3,1,4,6,1,8,4,2,10,1,4,0,2,4,5,0,4,6,1,1,5
Cluster-2973.0,1,4,0,1,6,4,4,4,3,1,4,3,0,2,0,3,1,0,1,5,0
Cluster-2974.0,897,1110,730,769,1013,801,805,1027,400,659,951,1157,534,1119,1051,1099,822,805,677,2599,423
Cluster-2975.0,7,1,11,12,40,21,35,25,5,18,18,0,30,9,20,13,17,24,4,24,5
Cluster-2976.0,5,7,5,27,13,1,8,10,4,5,4,3,10,1,1,12,17,18,11,6,3
Cluster-2977.0,1,0,3,1,0,0,0,0,4,0,0,0,2,4,4,5,2,2,0,1,2
Cluster-2978.0,5251,5135,12027,7610,25712,22717,11202,7133,6117,9829,8830,2927,6402,6328,3712,15232,10170,7470,8073,4636,13838
Cluster-2979.0,1,1,2,0,17,9,1,3,3,10,9,1,1,7,0,3,1,2,1,11,1
Cluster-2980.0,6,5,4,6,11,5,5,5,6,15,9,5,2,3,3,6,1,3,2,5,10
Cluster-2981.0,65428,99759,92339,91531,70804,87793,92733,97287,97766,79494,104467,111209,60798,86096,101598,117447,104446,73831,82960,123323,101247
Cluster-2982.0,2,6,6,1,9,2,1,0,5,2,1,0,0,1,1,1,0,0,2,1,1
Cluster-2983.0,66,29,46,44,26,33,27,31,20,38,20,8,19,23,41,53,51,16,22,31,25
Cluster-2984.0,7,0,0,0,0,0,0,12,0,0,0,0,8,11,0,0,0,0,0,1,0
Cluster-2985.0,1,1,2,4,3,8,0,2,1,8,10,3,2,8,5,10,8,13,9,2,5
Cluster-2986.0,1,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,8,1,0,1,1
Cluster-2987.0,44,16,33,30,10,11,25,14,10,15,6,1,6,17,17,51,35,11,5,15,8
Cluster-2988.0,216,195,199,242,719,722,236,168,96,356,239,240,116,306,211,354,237,260,161,276,187
Cluster-2989.0,3,3,1,1,1,3,3,4,2,0,1,1,5,0,0,2,3,2,0,0,0
Cluster-2990.0,840,492,864,780,5816,8873,2660,929,524,2311,3614,670,794,553,721,3680,920,1454,709,1219,1448
Cluster-2991.0,35,28,22,27,20,41,17,38,13,11,41,25,17,13,22,32,8,18,10,35,14
Cluster-2992.0,7,4,2,4,2,1,2,2,4,6,3,2,7,2,1,7,5,2,0,1,0
Cluster-2993.0,60,96,132,121,2168,311,289,44,230,213,645,68,182,76,4,254,140,24,179,661,164
Cluster-2994.0,17,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,11,1,0
Cluster-2995.0,1,1,0,0,1,1,1,0,0,1,4,6,0,0,0,1,1,0,0,1,0
Cluster-2996.0,17,7,8,0,17,0,0,4,8,7,6,1,4,3,0,23,10,9,1,10,0
Cluster-2997.0,5,6,4,19,0,3,20,2,0,0,1,7,0,5,0,0,12,0,10,0,2
Cluster-2998.0,3,0,0,0,0,1,0,3,1,0,4,2,3,0,0,4,3,0,0,0,3
Cluster-2999.0,7,19,25,10,7,0,7,5,0,3,14,4,2,0,5,26,9,13,8,5,0
Cluster-3000.0,2,2,9,2,2,1,0,2,0,1,0,2,1,6,1,5,0,0,0,0,0
Cluster-3001.0,22,17,12,2,23,38,20,34,2,23,13,20,21,12,7,14,11,40,8,45,24
Cluster-3002.0,6,7,4,2,3,6,11,20,17,7,12,2,6,17,2,16,7,18,0,7,10
Cluster-3003.0,1,0,1,0,2,5,1,0,0,1,0,1,0,2,0,1,1,1,0,3,1
Cluster-3004.0,1,0,2,0,0,0,2,0,2,0,0,1,0,0,2,2,3,0,0,1,0
Cluster-3005.0,16,7,1,3,1,1,3,4,0,1,2,0,3,5,0,2,4,2,4,0,1
Cluster-3006.0,5900,6373,4007,3222,5192,5104,3184,6748,2201,4472,7714,8064,3007,6768,6332,7028,4539,4554,2923,11316,1174
Cluster-3007.0,90,79,89,30,45,34,18,75,12,39,38,69,26,80,56,105,59,79,70,108,7
Cluster-3008.0,28,29,11,27,80,45,13,25,23,30,13,68,24,39,42,74,26,38,26,59,19
Cluster-3009.0,34,38,53,19,61,34,8,29,9,10,67,29,17,86,27,47,14,68,6,43,9
Cluster-3010.0,7,18,8,13,4,10,13,3,5,3,0,13,1,10,13,7,10,9,11,0,20
Cluster-3011.0,22,30,19,22,52,52,17,14,10,34,43,45,25,49,54,43,42,40,34,72,4
Cluster-3012.0,2,34,28,37,16,35,4,11,4,3,13,9,11,32,30,50,14,29,13,35,21
Cluster-3013.0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0
Cluster-3014.0,2,6,7,3,22,27,3,0,0,7,6,3,5,11,9,5,4,4,1,7,3
Cluster-3015.0,32,95,72,36,3335,681,358,25,300,327,141,50,259,150,10,441,167,15,90,578,237
Cluster-3016.0,37,87,75,38,3215,636,394,44,322,367,131,54,247,143,9,427,145,12,89,496,226
Cluster-3017.0,2,1,2,5,3,1,4,0,1,1,0,3,5,5,1,8,3,1,2,1,3
Cluster-3018.0,1,1,0,3,1,2,3,2,0,1,4,3,0,2,3,16,5,2,7,2,6
Cluster-3019.0,6,0,0,0,4,0,7,0,0,0,0,17,0,9,0,10,5,0,0,11,0
Cluster-3020.0,25,13,7,15,53,34,17,14,20,19,21,20,14,20,22,52,12,15,10,38,26
Cluster-3021.0,27,76,12,63,2,56,0,62,0,28,58,16,26,25,58,79,0,33,22,13,0
Cluster-3022.0,6417,6070,5018,5320,6337,5739,3750,5306,2213,7717,4619,8822,2668,9085,8581,9137,6606,7735,3467,10302,1643
Cluster-3023.0,4,4,1,5,0,1,1,0,2,0,1,0,0,2,0,5,3,1,2,3,3
Cluster-3024.0,2,4,0,5,0,1,1,2,3,4,2,0,3,0,2,1,4,2,1,0,3
Cluster-3025.0,78,43,14,15,51,72,22,12,9,29,36,35,20,81,40,84,20,39,12,43,36
Cluster-3026.0,3,3,7,1,3,4,2,2,4,0,2,2,1,0,3,5,4,4,1,7,2
Cluster-3027.0,3,0,0,0,0,3,0,1,0,0,0,2,0,1,0,0,2,1,1,1,1
Cluster-3028.0,39,11,9,41,4,14,0,11,8,10,7,34,0,18,25,0,19,52,12,22,0
Cluster-3029.0,61,62,82,31,50,42,78,66,73,66,64,73,67,86,56,57,62,39,69,68,77
Cluster-3030.0,9,10,12,10,30,23,4,28,6,13,15,19,6,17,7,28,9,20,3,30,11
Cluster-3031.0,47,36,43,69,37,35,27,30,42,28,32,54,36,38,34,53,34,48,31,41,49
Cluster-3032.0,45,115,100,117,295,263,120,67,93,112,127,82,75,143,70,187,117,90,102,154,121
Cluster-3033.0,7,11,22,12,17,19,28,11,16,3,8,11,10,8,9,24,23,8,13,8,0
Cluster-3034.0,1047,495,849,890,442,733,676,525,447,1132,615,157,418,643,556,1308,1177,354,540,422,327
Cluster-3035.0,1,0,12,6,9,0,0,31,0,5,0,24,11,9,22,0,0,0,13,11,7
Cluster-3036.0,2,7,11,7,5,11,21,4,8,7,8,12,2,2,6,24,3,12,3,4,13
Cluster-3037.0,5,8,0,31,31,7,0,6,14,0,18,1,0,6,7,9,12,10,0,0,0
Cluster-3038.0,242,193,173,178,136,139,177,142,218,153,113,117,136,149,116,167,229,165,193,66,153
Cluster-3039.0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster-3040.0,2,0,0,2,4,2,1,0,0,1,1,0,0,1,1,1,6,2,0,1,0
Cluster-3041.0,20,33,38,36,50,32,22,42,20,32,58,28,40,46,28,84,34,26,20,33,33
Cluster-3042.0,6,14,8,9,12,18,8,7,4,5,15,12,5,6,10,10,8,14,1,15,13
Cluster-3043.0,243,234,253,276,990,1036,284,166,130,417,207,232,140,351,257,389,307,305,195,269,229
Cluster-3044.0,7,3,3,2,2,5,7,2,1,19,4,1,2,0,6,21,4,8,0,6,5
Cluster-3045.0,49,52,54,35,92,100,33,52,11,47,56,33,23,39,40,52,48,43,22,55,33
Cluster-3046.0,25,22,28,14,24,31,26,47,6,20,30,18,25,13,28,47,30,53,3,28,7
Cluster-3047.0,45,19,37,31,4,14,27,18,11,13,8,3,8,17,23,29,27,7,9,16,8
Cluster-3048.0,11,3,1,4,1,1,4,2,0,0,2,1,4,3,0,5,5,6,3,2,2
Cluster-3049.0,15,6,12,9,8,8,14,3,3,13,12,8,7,15,7,16,21,0,9,11,7
Cluster-3050.0,7,8,6,8,4,3,4,6,1,5,6,0,1,4,2,7,2,4,2,6,3
Cluster-3051.0,70,45,72,81,819,379,596,105,81,306,125,24,120,395,49,670,58,86,123,547,107
Cluster-3052.0,13,4,4,4,36,28,30,9,3,56,5,4,3,64,0,111,5,10,10,54,30
Cluster-3053.0,14,33,19,0,2,21,0,12,9,14,42,18,1,27,31,13,1,21,15,34,0
Cluster-3054.0,14,3,1,4,0,1,2,7,0,0,0,1,5,6,1,3,4,2,2,2,0
Cluster-3055.0,2,0,0,1,0,1,0,3,0,0,0,0,2,0,0,3,1,0,0,0,0
Cluster-3056.0,24,30,31,22,28,21,0,12,8,11,60,29,4,40,12,26,29,41,25,54,13
Cluster-3057.0,27,35,81,43,136,140,70,58,20,64,43,16,31,38,55,94,81,53,72,23,80
Cluster-3058.0,15,16,8,6,1,26,20,6,8,15,20,4,6,9,12,15,6,1,11,2,20
Cluster-3059.0,315,327,301,463,337,439,374,451,466,277,321,412,283,325,325,382,267,350,268,416,373
Cluster-3060.0,203,351,208,83,330,208,108,299,108,160,318,338,85,248,221,277,192,164,95,395,101
Cluster-3061.0,1,4,0,3,0,0,3,0,0,0,1,1,0,3,2,0,0,2,2,0,0
Cluster-3062.0,38,88,59,27,4,102,0,49,13,53,70,77,20,52,61,76,0,113,26,26,5
Cluster-3063.0,2,0,4,0,1,0,0,0,0,3,0,0,2,3,0,0,1,1,0,1,0
Cluster-3064.0,18,15,11,26,17,8,6,5,5,6,0,5,9,11,6,18,13,6,13,29,3
Cluster-3065.0,2252,2595,2072,1909,2267,3948,1363,3228,1100,1321,2025,3563,1526,1845,2384,5303,2204,3853,1189,2058,1632
Cluster-3066.0,13,15,22,15,9,41,14,8,15,15,27,19,10,28,25,19,18,25,19,12,18
Cluster-3067.0,2,1,1,0,0,0,7,0,0,0,1,0,0,0,3,2,9,1,0,0,7
Cluster-3068.0,5515,7342,62353,21202,41746,5857,13157,10382,14303,29551,13406,54289,4430,7829,20815,17809,17776,35009,26432,16411,56924
Cluster-3069.0,5,10,5,3,41,35,12,4,5,10,26,5,4,8,9,33,2,7,5,10,5
Cluster-3070.0,3,1,2,0,28,4,7,6,5,11,2,3,5,10,2,6,7,3,4,17,6
Cluster-3071.0,1,6,12,8,3,22,7,7,12,4,21,10,6,3,20,14,8,16,0,8,7
Cluster-3072.0,21,32,15,35,79,72,26,20,24,31,37,85,45,32,36,47,52,27,59,69,83
Cluster-3073.0,17,2,0,6,1,1,3,3,0,1,1,1,4,1,0,3,4,2,2,2,1
Cluster-3074.0,2,3,0,1,3,4,3,4,0,4,1,1,0,2,1,5,1,3,0,1,0
Cluster-3075.0,8,12,16,28,13,12,9,5,13,0,0,6,0,23,29,63,5,4,0,23,0
Cluster-3076.0,90305,124028,89672,56995,90859,83336,30879,116207,47359,68638,104634,77968,42607,136387,117967,115378,88654,103806,58350,168475,28791
Cluster-3077.0,4,3,0,38,8,15,28,18,42,16,2,16,0,7,13,7,3,18,25,7,33
Cluster-3078.0,2255,3427,1961,1940,1595,2045,661,2675,1403,2292,6615,3874,652,2754,2906,3914,3193,2469,1222,4129,750
Cluster-3079.0,7,21,20,17,7,36,0,18,0,5,5,9,20,6,19,15,0,51,0,12,0
Cluster-3080.0,69,109,88,100,342,269,131,98,76,158,200,75,80,126,64,183,76,67,54,142,150
Cluster-3081.0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0
Cluster-3082.0,73,42,73,45,47,16,26,28,27,23,61,85,14,46,77,40,39,49,31,56,44
Cluster-3083.0,44,49,46,40,99,81,42,39,17,50,100,37,36,53,29,95,41,47,24,53,32
Cluster-3084.0,5,2,27,26,109,109,30,60,4,32,28,6,16,14,17,66,31,23,17,28,47
Cluster-3085.0,2,1,3,0,1,1,3,0,0,2,0,0,0,1,0,1,0,0,1,0,1
Cluster-3086.0,33,23,20,16,15,39,16,31,27,16,61,70,13,36,22,30,49,23,49,35,21
Cluster-3087.0,29,53,82,33,3388,591,220,35,309,168,994,61,191,125,13,361,98,21,68,602,138
Cluster-3088.0,7,0,11,9,0,18,33,18,0,6,0,36,6,24,8,10,13,12,30,0,20
Cluster-3089.0,56,75,70,46,205,216,58,54,21,67,96,86,30,113,105,133,56,80,47,144,20
Cluster-3090.0,4,2,29,55,9,9,0,22,0,0,26,18,10,24,12,54,11,0,9,54,0
Cluster-3091.0,2249,2765,1542,3865,2703,3639,1475,2323,1441,987,3320,1045,906,2620,3145,3459,2473,2024,1382,3776,2177
Cluster-3092.0,4,11,2,7,4,1,4,1,1,2,0,1,1,2,2,7,2,1,4,5,1
Cluster-3093.0,432,511,400,505,258,352,48,339,180,347,902,628,140,402,739,576,626,560,394,963,12
Cluster-3094.0,8,1,12,0,1,4,2,0,3,0,4,2,2,5,0,3,6,4,7,5,2
Cluster-3095.0,1,0,0,0,2,0,1,0,3,0,0,3,1,0,4,1,0,0,1,1,3
Cluster-3096.0,18,5,0,0,0,9,0,2,0,0,4,6,0,12,7,43,6,4,19,20,0
Cluster-3097.0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Cluster-3098.0,6,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,2
Cluster-3099.0,3,0,0,0,0,1,0,1,1,0,5,1,0,1,1,0,1,1,0,0,0
Cluster-3100.0,44,29,71,19,13,39,7,5,12,3,31,43,4,1,57,11,38,112,29,16,2
Cluster-3101.0,4,3,3,4,2,2,1,0,0,6,0,2,1,5,1,5,4,2,0,6,4
Cluster-3102.0,14,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Cluster-3103.0,26,39,47,34,42,40,41,13,50,24,18,17,27,35,33,28,45,59,71,21,33
Cluster-3104.0,2,3,7,5,19,11,17,5,4,6,11,16,16,2,13,13,10,1,6,2,13
Cluster-3105.0,570,1904,1358,979,234,1662,22,912,127,463,736,317,392,729,1005,2499,13,1495,485,215,40
Cluster-3106.0,24,14,49,21,22,5,16,28,7,19,14,27,5,34,25,18,4,31,0,15,25
Cluster-3107.0,48,52,33,21,54,46,46,42,31,181,81,46,30,60,4,98,39,28,40,29,73
Cluster-3108.0,45,14,11,0,1,24,6,16,0,7,37,7,10,14,13,0,14,5,10,18,0
Cluster-3109.0,6,12,16,11,32,35,17,20,7,21,12,9,14,11,9,29,8,19,11,14,21
Cluster-3110.0,12,7,3,5,11,3,9,5,0,8,4,1,2,4,4,17,6,1,10,7,9
Cluster-3111.0,8,3,0,6,8,1,0,1,0,2,0,1,0,6,0,4,3,0,0,4,5
Cluster-3112.0,36,20,20,33,17,16,8,24,9,13,9,8,19,22,19,54,23,21,11,7,6
Cluster-3113.0,1297,1401,1681,1605,1583,1644,761,1976,899,847,1869,2196,853,1787,1871,2130,1602,1818,1095,1889,961
Cluster-3114.0,45,58,81,131,1475,923,158,129,75,435,735,16,68,108,86,142,100,182,124,108,265
Cluster-3115.0,2,10,5,5,21,21,9,4,2,4,2,3,8,9,0,6,7,4,4,9,4
Cluster-3116.0,11,15,7,3,49,53,8,3,4,15,11,8,6,9,12,11,10,13,3,12,5
Cluster-3117.0,3,3,6,0,40,21,3,0,0,0,6,2,23,6,8,15,0,4,3,7,6
Cluster-3118.0,16,13,15,13,23,19,13,15,19,13,18,16,13,14,18,14,15,22,25,4,13
Cluster-3119.0,29008,32108,22066,18807,21408,20645,8594,30775,9984,17850,39695,42690,11989,34432,35178,32745,21370,26414,14094,66032,5402
Cluster-3120.0,10,7,12,12,9,3,6,2,0,6,7,2,6,4,12,7,16,3,9,9,2
Cluster-3121.0,10,2,0,0,1,0,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Cluster-3122.0,1,2,3,2,14,11,9,3,1,5,5,1,0,2,1,1,3,12,3,1,8
Cluster-3123.0,346,292,3199,1212,1309,122,383,454,642,789,466,1787,217,357,1042,715,843,1644,1062,684,3291
Cluster-3124.0,43,43,62,69,60,62,62,61,44,31,90,82,32,43,46,98,55,19,45,59,28
Cluster-3125.0,39,3,25,38,8,18,23,28,11,23,19,5,3,15,25,23,37,20,28,31,15
Cluster-3126.0,5,5,7,1,16,7,2,10,0,0,5,10,8,2,10,4,5,6,0,9,0
Cluster-3127.0,98,494,285,119,43,339,0,250,58,103,294,46,94,212,273,295,3,414,142,57,48
Cluster-3128.0,12,0,8,0,9,9,16,6,8,0,7,32,3,0,0,4,7,6,7,4,8
Cluster-3129.0,6,15,18,3,50,73,12,2,5,26,7,18,6,7,10,13,14,5,1,18,1
Cluster-3130.0,28,14,30,21,8,8,7,10,11,8,7,9,13,16,9,22,15,5,8,7,4
Cluster-3131.0,100,155,80,52,62,69,31,72,34,77,102,108,46,79,136,92,62,63,45,117,26
Cluster-3132.0,224,103,136,194,96,143,115,85,79,165,99,40,92,123,98,249,224,70,90,66,75
